classe	message
eau	Pour chacune des structures financés, les volontaires présents sur place ont aidé à la mise en place d’un comité de gestion du point d’eau afin d’assurer la durabilité du projet. Ceux-ci ont souvent été pris en main par un groupement des femmes, apte à gérer la collecte des cotisations destinées à entretenir le puits. Une cotisation est indispensable pour que les villageois s’approprient ce bien précieux et assurent ainsi sa persistance. L’objectif est que, en appliquant les tarifs habituels burkinabés, le comité de gestion puisse être capable, en quelques mois, de rassembler assez d’argent pour faire face à n’importe qu’elle panne. Une expertise ayant été réalisée par YAAM en 2011 nous permis de prendre du recul et nous concentrer sur certains points; afin d’orienter dans le bon sens nos futures décisions concernant le développement des infrastructures en eau du village.
eau	Aujourd’hui, un tiers de la population mondiale n’a pas accès à l’eau potable. Les rivières sont polluées par les activités humaines : rejets de pesticides, de nitrates, de produits phytosanitaires... qui peuvent rendre l’eau impropre à la consommation. Quant aux océans, la pollution est générée notamment par les hydrocarbures lors des dégazages de navires ou de naufrages de pétroliers, mais également par les millions de tonnes de déchets divers qui y sont déversés. Les fleuves et les rivières d'Europe, ainsi que les zones humides qui leur sont associées, comptent parmi les milieux ayant le plus souffert des activités de l'homme.
eau	Dans une perspective de développement durable, les objectifs relatifs à l'eau sont de plusieurs ordres : limiter les pollutions des rivières, océans, mers et nappes phréatiques, ainsi que les gaspillages de l’eau : instaurer une consommation raisonnée de l'eau rendre l'accès démocratique et la disponibilité de l’eau pour tous, en assurant la sécurité sanitaire de l’accès à l’eau
eau	En apportant une aide financière pour développer les infrastructures d'accès à l'eau potable et à l'assainissement dans des pays du Sud, le Fonds de solidarité et de développement durable pour l'eau vise à réduire de moitié la population n'ayant pas accès à l'eau dans le monde.
eau	Ce dispositif a été mis en place grâce à la Loi Oudin, (2005-95 du 9 février 2005), qui permet aux collectivités chargées des services publics de distribution d'eau potable et d'assainissement de consacrer jusqu'à 1 % de leur budget "eau" à des actions de coopération décentralisée, d'aide d'urgence ou de solidarité internationale dans les domaines de l'eau et de l'assainissement.
eau	Avoir pour objet la réalisation d'infrastructures d'accès à l'eau potable et/ou à l'assainissement. Le Fonds eau attachera une attention particulière aux projets intégrant un volet assainissement ; Constituer un facteur de développement local : l'accès à l'eau comme élément de développement local ; Renforcer la maîtrise d'ouvrage locale : propriété publique des infrastructures réalisées, association de l'autorité locale à toutes les étapes du projet ; Donner les garanties d'une gestion pérenne des ouvrages : association des bénéficiaires finaux, formation, sensibilisation, mise en place d'une gestion financière et technique des ouvrages.
eau	L’accès à l’eau potable est une des manières les plus efficaces de soutenir le développement individuel et collectif. Toutefois, les projets d’accès à l’eau peuvent échouer s’ils ne sont pas basés sur une approche intégrée. Les problèmes peuvent varier d’une conception inadéquate à des bris de pompes, en passant par une absence de formation à l’entretien et des points d’eau contaminés. Cela est souvent causé par un manque d’installations sanitaires ou des habitudes d’hygiène inadéquates. Pour prévenir et aider à résoudre ces problèmes, ONE DROPMC a conçu l’A∙B∙C de la durabilitéMC, une approche unique d’intervention et une combinaison gagnante d’initiatives stratégiques et opérationnelles conçues pour remédier au manque d’accès durable à l’eau potable.
eau	En visant notamment des économies d'eau et d'énergie, les politiques de développement durable induisent de nouvelles pratiques, dont il faut évaluer les risques sanitaires éventuels. De nombreux exemples illustrent les recherches de modalités nouvelles dans un but de développement durable appliqué à l’eau pour mieux gérer la consommation de la ressource, notamment pour la production d’eau du robinet, et faire face aux risques de pénurie. Plusieurs travaux d’évaluation des risques ont été réalisés dans ce champ et incluent : la réutilisation des eaux usées traitées pour l'arrosage des espaces verts ou l'irrigation des cultures, la réutilisation des eaux grises pour des usages domestiques, l’utilisation d’eau de pluie pour le lavage du linge,l'utilisation de l'eau de mer pour la production d'eau destinée à la consommation humaine, l’installation de turbines hydroélectriques sur des canalisations de production ou de distribution d'eau destinée à la consommation humaine, ou encore l’utilisation de fluides caloporteurs.
eau	Les procédés de traitement mis en œuvre pour la production d’eau destinée à la consommation humaine peuvent générer des effluents liquides en quantité importante (exemples : effluents de déconditionnement de membranes, eaux de lavage de filtres, effluents de désinfection ou de régénération de supports de traitement, supports de traitement saturés, etc.). a réutilisation des effluents de traitement dans la filière de production d'eau potable pouvant induire notamment des risques de contamination microbiologique des supports de traitement, l’Agence peut être consultée sur les projets d’autorisation de filière de potabilisation d'eau mettant en œuvre de telles pratiques.
eau	Utilisée dans certains pays où la ressource en eau fait défaut (notamment les pays du Maghreb, Israël, l'Australie et les Etats-Unis), la réutilisation d'eaux usées traitées est vue, en France, comme une alternative intéressante pour l'irrigation de cultures ou l'arrosage d'espaces verts. Cette pratique permettrait en effet de préserver la ressource en eau, notamment en cas de conditions climatiques défavorables (périodes de sécheresse prolongée) ou dans des zones de faible disponibilité des ressources en eau au regard des différents usages. Cependant, les eaux usées urbaines, traitées par une station d'épuration, contiennent divers micro-organismes pathogènes et des substances chimiques organiques et minérales potentiellement toxiques. Les conditions de réutilisation d’eaux usées traitées pour les usages d'irrigation de cultures ou d'arrosage d'espaces verts sont soumises à  encadrement  réglementaire afin de prévenir les risques sanitaires potentiels liés à cette pratique.
eau	Les eaux grises sont des eaux non potables, pouvant présenter une contamination microbiologique et physico-chimique.  Elles proviennent des douches, baignoires, lavabos, lave-linge et parfois éviers de cuisine et lave-vaisselle. Leur réutilisation après traitement s’est répandue au cours des dernières décennies dans certains pays au climat chaud et aride et dont la ressource en eau est insuffisante pour couvrir tous les besoins domestiques. Les eaux grises traitées sont par exemple réutilisées  dans l’habitat pour l’alimentation des chasses d’eau des toilettes, le lavage du linge,  le lavage des sols, etc.). La réutilisation d’eaux grises traitées pour un usage domestique suscite un intérêt croissant en France mais aussi des interrogations considérant que celle-ci n’est par ailleurs pas autorisée, hors dérogation préfectorale.
eau	Les pratiques de récupération et d’utilisation de l’eau de pluie pour des usages domestiques sont en augmentation depuis plusieurs années dans un but de réaliser des économies d’eau et/ou de maîtrise du ruissellement et des inondations. L’arrêté du 21 août 2008 relatif à la récupération des eaux de pluie et à leur usage à l'intérieur et à l'extérieur des bâtiments prévoit notamment la possibilité d’utiliser l'eau de pluie collectée à l'aval de toitures inaccessibles à titre expérimental, pour le lavage du linge, sous réserve de mise en œuvre de dispositifs de traitement de l'eau adaptés et sous certaines conditions.
eau	Les ressources en eaux souterraines devraient répondre en permanence aux besoins des différents usagers. Or, au cours des dernières décennies, ces ressources sont soumises à des périodes de sécheresse plus fréquentes et les surfaces naturelles de recharge diminuent, ce qui a pour conséquence notamment de conduire de façon plus fréquente à des mesures de restriction des usages de l’eau au niveau local. Par ailleurs, le système de recharge artificielle de nappes mis en place doit pouvoir être utilisé de façon durable, nécessitant notamment une bonne gestion du site de recharge, une surveillance des contaminants potentiellement présents, etc. La recharge artificielle de nappes ne doit pas compromettre l’atteinte des objectifs environnementaux définis à partir de la directive cadre sur l’eau pour la masse d’eau souterraine et les projets de recharge artificielle de nappes doivent reposer sur un besoin spécifique lié à la ressource en eau ciblée (manque ponctuel, équilibre entre la demande et la ressource disponible). La coopération décentralisée entre collectivités territoriales de différentes nations peut non seulement apporter une aide matérielle et financière, mais encore faciliter la transmission de bonnes pratiques de savoir-faire et d'innovations organisationnelles dans la production et la protection de l'eau
eau	Le cycle hydrologique doit être appréhendé dans sa globalité par une gouvernance sociétale qui, seule, peut garantir la pérennité du couple eau-développement durable, en impliquant gouvernements et citoyens. Si l'enjeu est global, les actions pertinentes sont locales et souvent très éloignées des grands projets coûteux à effets limités voire négatifs. L'application du principe de subsidiarité met les collectivités territoriales en mesure d'intervenir, avec les populations locales, pour résoudre des problèmes de proximité de la gestion de l'eau.
eau	Parmi les ressources qui contribuent au développement des activités humaines, l’eau présente plusieurs caractéristiques qui la distinguent de toutes les autres : elle est indispensable à la vie ; elle est omniprésente (elle compose 65 % du corps humain, et recouvre 70 % de la surface de la Terre) ; elle est disponible en quantités strictement fixes, dictées par les lois de conservation et le cycle de l’eau. Le fait qu’elle soit indispensable à la vie sur terre en fait une ressource convoitée plus qu’aucune autre : sa rareté maintient des populations entières dans des trappes à pauvreté, et alimente des conflits politiques qui peuvent aller éventuellement jusqu’au conflit armé. Elle est omniprésente, mais la quantité utile pour les activités humaines est répartie de manière extrêmement inégale. Sur les quelque 1 300 millions de km³ d’eau qu’abrite la planète, 97,2 % sont constitués des eaux salées inutilisables pour les activités humaines ; des 2,8 % restant, 2,15 % sont « piégés » dans les glaces polaires ; reste 0,65 %, dont 0,62 % sous forme souterraine. Le cycle de l’eau assure un niveau de précipitation terrestre d’environ 113 000 km³ par an, dont il faut soustraire 72 000 km³ d’évaporation pour obtenir le flux net disponible ; du total restant, 32 900 km³ sont considérés comme géographiquement accessibles, mais il faut également tenir compte du moment auquel ont lieu ces précipitations. La plupart sont concentrées sur des périodes de temps réduites et donnent lieu à des inondations ; restent 9 000 km³ effectivement accessibles ; si l’on ajoute les eaux de précipitation retenues en barrages, on compte finalement 12 500 km³ d’eau douce disponibles chaque année pour les usages humains, ce qui représente plus de 5 000 litres par personne et par jour au plan mondial, les plus gros utilisateurs (les Américains) n’en prélevant « que » 1 800 litres quotidiennement. Ces chiffres pourraient donner l’impression que l’eau est surabondante, mais sa répartition inégale au plan international ou intra-national en fait une ressource inaccessible pour une grande partie de la population mondiale : 9 pays se partagent 60 % des ressources en eau douce (le Brésil, la Colombie, la Russie, l’Inde, le Canada, les États-Unis, l’Indonésie, le Congo et la Chine), alors que l’on trouve dans certains pays considérés comme abondants en eau des régions dévastées par le manque d’eau (en Inde par exemple).
eau	La troisième caractéristique de l’eau, la disponibilité en quantités fixes à l’échelle planétaire, oblige à considérer la notion d’offre d’eau comme une réalité géophysique autant qu’économique. La réalité géophysique est dictée par les lois de conservation qui font que la ressource ne peut être détruite ni créée, et que son renouvellement « infini » est assuré par le cycle de l’eau. À cela, il faut ajouter que l’eau peut se conserver sous des formes évolutives, et que ces dernières peuvent modifier l’accessibilité à l’eau. De ce point de vue, le changement climatique jouera très probablement un rôle décisif (et négatif) dans la disponibilité future en eau, dans la mesure où le cycle de l’eau est un système parmi les plus sensibles au phénomène, avec des impacts sur l’accessibilité à l’eau douce, la qualité de l’eau disponible et le potentiel destructeur de l’eau par le biais de la multiplication des épisodes climatiques extrêmes [1][1] Voir Kundzewicz Z. W., L. J. Mata, N. W. Arnell, P..... La réalité économique est que l’offre d’eau ne peut réagir aux signaux de marché comme c’est le cas pour toutes les autres ressources primaires : l’ajustement de l’offre d’eau ne peut se faire qu’à la marge, par un moindre gaspillage et une meilleure utilisation de la ressource disponible (augmentation de la productivité de l’utilisation d’eau). Il existe cependant une exception à cette « loi » économique dictée par des contraintes géophysiques : le dessalement de l’eau, qui permettrait effectivement d’augmenter la disponibilité d’eau douce presque indéfiniment (et qui jouerait en quelque sorte le même rôle que le développement des énergies renouvelables dans un autre domaine).
eau	L’agriculture est encore de loin le secteur le plus demandeur en eau, puisqu’il contribue pour 70 % des prélèvements et 93 % de la consommation globale [2][2] Les prélèvements correspondent aux quantités d’eau..., essentiellement dans les pays en développement où l’agriculture demeure une activité majeure. Elle est de ce point de vue le secteur le plus problématique pour la gestion des ressources en eau : la demande croissante dans le secteur agricole est de moins en moins satisfaite par l’usage des eaux de pluie et de surface, mais de plus en plus par des prélèvements souterrains, qui mènent souvent à l’épuisement de la ressource 
unrelated	Garantir l’accès de tous à des services énergétiques fiables, durables et modernes, à un coût abordable
unrelated	L’énergie est au centre de presque tous les défis majeurs, mais aussi des perspectives prometteuses, qui se présentent au monde aujourd’hui. Qu’il s’agisse d’emplois, de sécurité, de changement climatique, de production de nourriture ou d’accroissement des revenus, l’accès de tous à l’énergie est essentiel. L’énergie durable est une opportunité pour transformer les vies, les économies et la planète. Le Secrétaire général des Nations Unies, Ban Ki-moon, conduit l’initiative Energie durable pour tous, qui vise à assurer un accès universel aux services énergétiques modernes, améliorer les rendements énergétiques et accroître l’utilisation des sources d’énergie renouvelables.
unrelated	Une personne sur cinq n’a pas accès à l’électricité moderne.
unrelated	3 milliards de personnes dépendent du bois, du charbon ou des déchets animaux pour la cuisson et le chauffage.
unrelated	L’énergie est le principal facteur contribuant au changement climatique, ce qui représente environ 60 pour cent des émissions mondiales de gaz à effet de serre
unrelated	Réduire l’intensité du carbone dans la production de l’énergie est une cible-clef des objectifs climatiques à long terme
unrelated	D’ici à 2030, garantir l’accès de tous à des services énergétiques fiables et modernes, à un coût abordable
unrelated	D’ici à 2030, accroître nettement la part de l’énergie renouvelable dans le bouquet énergétique mondial
unrelated	D’ici à 2030, multiplier par deux le taux mondial d’amélioration de l’efficacité énergétique
unrelated	D’ici à 2030, renforcer la coopération internationale en vue de faciliter l’accès à la recherche et aux technologies relatives à l’énergie propre, notamment l’énergie renouvelable, l’efficacité énergétique et les nouvelles technologies relatives aux combustibles fossiles propres, et promouvoir l’investissement dans l’infrastructure énergétique et les technologies relatives à l’énergie propre
unrelated	D’ici à 2030, développer l’infrastructure et améliorer la technologie afin d’approvisionner en services énergétiques modernes et durables tous les habitants des pays en développement, en particulier des pays les moins avancés, des petits États insulaires en développement et des pays en développement sans littoral, dans le respect des programmes d’aide qui les concernent
unrelated	Nouveau record en 2016 pour les nouvelles capacités électriques issues des énergies renouvelables, selon l’ONU
unrelated	Le coût des technologies propres ne cessant de diminuer, le monde a atteint en 2016 des niveaux record en termes de capacité de production électrique par les énergies renouvelables, pour un niveau d’investissement 23% plus bas que celui de l’année précédente, d’après un rapport publié jeudi par l’ONU. Ce rapport intitulé « Tendances Mondiales des investissements dans les énergies renouvelables » montre que les énergies éolienne, solaire, biomasse, à partir de déchets, géothermique, et hydroélectrique ont ajouté 138 gigawatts (GW) à la capacité globale de production d’énergie en 2016, une augmentation de 9% par rapport aux 127,5 GW créés l’année précédente. Le rapport a été réalisé par le Centre de Collaboration Frankfurt School – PNUE pour le climat et le financement de l’énergie durable (BNEF), qui est une coopération stratégique entre la Frankfurt School et l’agence onusienne ONU Environnement. Selon le rapport, l’investissement dans les énergies renouvelables a représenté environ le double de celui réalisé dans les énergies fossiles ; la nouvelle capacité de production ajoutée par les énergies renouvelables correspondante était égale à 55% de l’ensemble des nouvelles capacités, le rapport le plus élevé à ce jour. La proportion d’électricité issue des renouvelables, hors hydroélectricité à forte puissance, est passée de 10,3% à 11,3%, permettant d’éviter l’émission de 1,7gigatonne de CO2. L’investissement total a été de 241,6 milliards de dollars (hors hydroélectricité à forte puissance), niveau le plus bas depuis 2013. Ceci est en grande partie lié à la baisse des coûts : l’investissement moyen en dollars par MW pour le photovoltaïque solaire et l’éolien a chuté de plus de 10%. « Les technologies propres toujours moins chères offrent une réelle opportunité pour les investisseurs », a déclaré le Directeur exécutif de l’ONU Environnement Erik Solheim. « C’est exactement ce genre de situation, où se rejoignent les besoins des personnes et l’exigence de profits, qui mènera la transition vers un monde meilleur pour tous ». Les nouveaux investissements dans le solaire ont totalisé 113,7 milliards de dollars, en baisse de 34% par rapport au record atteint en 2015. Les ajouts de capacité solaire ont cependant augmenté pour atteindre un niveau record de 75 GW. Le secteur éolien a représenté quant à lui 112,5 milliards de dollars d’investissement dans le monde, soit une baisse de 9% ; les nouvelles capacités dans le secteur de l’éolien sont tombées à 54 GW, à comparer au record de l’année précédente de 63 GW.
unrelated	Les récents chiffres de l’Agence internationale de l’énergie (AIE) citaient le passage aux renouvelables comme l’une des principales raisons de la stagnation des émissions de gaz à effet de serre en 2016, pour la troisième année consécutive, alors que la production dans l’économie mondiale augmentait de 3,1%.
unrelated	Dix ans après la libéralisation du secteur de l’énergie, un consensus existe enfin sur la nécessité de réaliser une vraie transition énergétique. Il s’agit de produire et de consommer autrement, dans l’intérêt de la planète (les générations futures) et dans le respect de l’ensemble des acteurs concernés. Pour l’électricité, cela signifie l’utiliser parcimonieusement et la produire essentiellement à partir de sources d’énergie renouvelables (soleil, vent, eau, biomasse…). Ne pas le faire conduit à une impasse et s’avérera finalement encore plus coûteux. jusqu’à peu, les techniciens avaient des doutes. Mais aujourd’hui certaines universités enseignent même comment gérer un réseau électrique 100 % renouvelable. Mais un développement « électrique » durable ne garantit pas un prix du kWh faible. Ce n’est pas parce que le soleil et le vent sont gratuits que l’électricité photovoltaïque ou éolienne sera gratuite, vu les investissements nécessaires. Il y a aussi le stockage, coûteux, qui devrait permettre d’accumuler l’électricité quand l’offre est trop abondante. Et enfin, le réseau qui coûte de plus en plus cher, d’autant plus que des consommateurs essaient de s’en passer en produisant eux-mêmes l’électricité dont ils ont besoin.
unrelated	Le Kenya a lancé le projet Kenya Off-grid Solar Access (KOSAP) visant à apporter l’électricité aux régions les plus éloignées du pays grâce aux installations solaires off-grid. L’initiative qui a reçu le soutien de la Banque mondiale aura un coût estimé à 150 millions $. Selon Joseph Njoroge, environ 690 000 ménages répartis dans 14 comtés bénéficieront des infrastructures à mettre en place. D’après le responsable, ces régions, pour la plupart arides ou semi-arides  et situées dans le nord du pays, ne sont pas connectées au réseau électrique. «C’est parce que le coût des infrastructures est très élevé, étant donné les distances à parcourir et la faible densité des populations. Cela fait que ces ménages sont obligés d’avoir recours au kérosène pour s’éclairer ou cuisiner.», a-t-il expliqué. Ce projet a pour ambition de compléter l’initiative Last Mile Connectivity Project, visant l’atteinte de l’accès universel à l’énergie. Actuellement, 6,2 millions de Kényans, soit 70% de la population a déjà accès à l’énergie, selon les autorités. 
