classe	message
energie	Le coût des technologies propres ne cessant de diminuer, le monde a atteint en 2016 des niveaux record en termes de capacité de production électrique par les énergies renouvelables, pour un niveau d’investissement 23% plus bas que celui de l’année précédente, d’après un rapport publié jeudi par l’ONU. Ce rapport intitulé « Tendances Mondiales des investissements dans les énergies renouvelables » montre que les énergies éolienne, solaire, biomasse, à partir de déchets, géothermique, et hydroélectrique ont ajouté 138 gigawatts (GW) à la capacité globale de production d’énergie en 2016, une augmentation de 9% par rapport aux 127,5 GW créés l’année précédente. Le rapport a été réalisé par le Centre de Collaboration Frankfurt School – PNUE pour le climat et le financement de l’énergie durable (BNEF), qui est une coopération stratégique entre la Frankfurt School et l’agence onusienne ONU Environnement. Selon le rapport, l’investissement dans les énergies renouvelables a représenté environ le double de celui réalisé dans les énergies fossiles ; la nouvelle capacité de production ajoutée par les énergies renouvelables correspondante était égale à 55% de l’ensemble des nouvelles capacités, le rapport le plus élevé à ce jour. La proportion d’électricité issue des renouvelables, hors hydroélectricité à forte puissance, est passée de 10,3% à 11,3%, permettant d’éviter l’émission de 1,7gigatonne de CO2. L’investissement total a été de 241,6 milliards de dollars (hors hydroélectricité à forte puissance), niveau le plus bas depuis 2013. Ceci est en grande partie lié à la baisse des coûts : l’investissement moyen en dollars par MW pour le photovoltaïque solaire et l’éolien a chuté de plus de 10%. « Les technologies propres toujours moins chères offrent une réelle opportunité pour les investisseurs », a déclaré le Directeur exécutif de l’ONU Environnement Erik Solheim. « C’est exactement ce genre de situation, où se rejoignent les besoins des personnes et l’exigence de profits, qui mènera la transition vers un monde meilleur pour tous ». Les nouveaux investissements dans le solaire ont totalisé 113,7 milliards de dollars, en baisse de 34% par rapport au record atteint en 2015. Les ajouts de capacité solaire ont cependant augmenté pour atteindre un niveau record de 75 GW. Le secteur éolien a représenté quant à lui 112,5 milliards de dollars d’investissement dans le monde, soit une baisse de 9% ; les nouvelles capacités dans le secteur de l’éolien sont tombées à 54 GW, à comparer au record de l’année précédente de 63 GW.
energie	Les récents chiffres de l’Agence internationale de l’énergie (AIE) citaient le passage aux renouvelables comme l’une des principales raisons de la stagnation des émissions de gaz à effet de serre en 2016, pour la troisième année consécutive, alors que la production dans l’économie mondiale augmentait de 3,1%.
energie	Dix ans après la libéralisation du secteur de l’énergie, un consensus existe enfin sur la nécessité de réaliser une vraie transition énergétique. Il s’agit de produire et de consommer autrement, dans l’intérêt de la planète (les générations futures) et dans le respect de l’ensemble des acteurs concernés. Pour l’électricité, cela signifie l’utiliser parcimonieusement et la produire essentiellement à partir de sources d’énergie renouvelables (soleil, vent, eau, biomasse…). Ne pas le faire conduit à une impasse et s’avérera finalement encore plus coûteux. jusqu’à peu, les techniciens avaient des doutes. Mais aujourd’hui certaines universités enseignent même comment gérer un réseau électrique 100 % renouvelable. Mais un développement « électrique » durable ne garantit pas un prix du kWh faible. Ce n’est pas parce que le soleil et le vent sont gratuits que l’électricité photovoltaïque ou éolienne sera gratuite, vu les investissements nécessaires. Il y a aussi le stockage, coûteux, qui devrait permettre d’accumuler l’électricité quand l’offre est trop abondante. Et enfin, le réseau qui coûte de plus en plus cher, d’autant plus que des consommateurs essaient de s’en passer en produisant eux-mêmes l’électricité dont ils ont besoin.
energie	Le Kenya a lancé le projet Kenya Off-grid Solar Access (KOSAP) visant à apporter l’électricité aux régions les plus éloignées du pays grâce aux installations solaires off-grid. L’initiative qui a reçu le soutien de la Banque mondiale aura un coût estimé à 150 millions $. Selon Joseph Njoroge, environ 690 000 ménages répartis dans 14 comtés bénéficieront des infrastructures à mettre en place. D’après le responsable, ces régions, pour la plupart arides ou semi-arides  et situées dans le nord du pays, ne sont pas connectées au réseau électrique. «C’est parce que le coût des infrastructures est très élevé, étant donné les distances à parcourir et la faible densité des populations. Cela fait que ces ménages sont obligés d’avoir recours au kérosène pour s’éclairer ou cuisiner.», a-t-il expliqué. Ce projet a pour ambition de compléter l’initiative Last Mile Connectivity Project, visant l’atteinte de l’accès universel à l’énergie. Actuellement, 6,2 millions de Kényans, soit 70% de la population a déjà accès à l’énergie, selon les autorités. 
energie	Sur le site historique de Nestlé France, à Noisiel, une centrale hydroélectrique sur la Marne a été inaugurée mercredi. La turbine de 32 tonnes a été mise en eau après un an de chantier. Des travaux minutieux, à seulement 50 centimètres du bâtiment classé. « Cela prouve que l'on peut faire des travaux modernes avec un monument historique », souligne Olivier Manteau, directeur des projets Île-de-France d'ENGIE Cofely. « Nous ne faisons pas de l'énergie verte pour faire de l'énergie verte. C'est un véritable projet économique avec un retour sur investissement », indique Alexandre Teulié, directeur général de Nestlé. La production sera réinjectée directement dans le réseau électrique et permettra de couvrir 25 % de la consommation du siège. L'économie annuelle d'émission est estimée à 190 tonnes d'équivalent CO2. « Nous voulons aller vers de petites installations locales qui ne polluent pas », ajoute Jean-Pierre Moneger, directeur général d'ENGIE Cofely. De plus, la turbine est « ichtyo compatible », c'est-à-dire qu'elle respecte la vie aquatique.
energie	Dans un entretien au Monde, le ministre de la Transition écologique défend son premier bilan et justifie sa présence au gouvernement. Il explique préparer « un « Green Deal » sur la transition énergétique, l'efficacité énergétique, le développement des renouvelables, les nouvelles filières industrielles » qu’il « présentera dans la première partie de 2018. Pour réduire à 50 % la part du nucléaire, il va falloir fermer un certain nombre de réacteurs » et il précisera « le nombre et les étapes au moment de la programmation pluriannuelle de l'énergie fin 2018 ». Car, rappelle-t-il, « il faut combiner plusieurs impératifs, ne pas se mettre dans une situation de rupture de stock. L'hiver dernier, nous sommes passés à deux doigts de la catastrophe », c'est pourquoi il a pris « des dispositions sur le stockage de gaz dans la loi hydrocarbures. Que l'on soit pour ou contre le nucléaire, chacun doit être d'accord que l'on ne doit pas mettre tous ses oeufs dans le même panier ». Il plaide pour un « rééquilibrage du mix énergétique, cela donnera une liberté et une indépendance plus grandes à la France ». Quant à une accélération de l'installation des énergies renouvelables, il « faut que les Français acceptent la présence des énergies renouvelables sur leur territoire », martèle-il. Et de lancer « un message : si, comme cela est en train de se passer trop souvent, on s'oppose à tous les projets, notamment l'éolien offshore ou terrestre, alors rien ne changera ».
energie	La Belgique s'aligne sur les subsides réduits octroyés à certains parcs éoliens aux Pays-Bas après l’accord trouvé hier entre la ministre de l'Energie, le secrétaire d'Etat à la mer du Nord et les trois futurs parcs éoliens en mer : Northwester 2, Mermaid et Seastar ont accepté de recevoir des subsides drastiquement réduits par rapport aux quatre parcs déjà en fonctionnement, et aux deux autres en construction. Marie-Christine Marghem était engagée dans un véritable bras de fer avec les différents actionnaires de ces trois futurs parcs (Electrabel, Colruyt, Deme, la SRIW...). Ils recevront finalement un soutien de 79 euros par MWh pendant 16 à 17 ans, ce qui représente une économie de 2,8 milliards par rapport aux 129,9 et 124 euros par MWh octroyés à Norther et Rentel. Par rapport aux subsides octroyés aux quatre premiers parcs, cela représente une économie de 3,9 milliards d'euros. Marie-Christine Marghem et Philippe De Backer ont donc fait baisser le soutien, mais il reste dans le haut de la fourchette.
energie	Face aux ruptures technologiques et à l'émergence de concurrents audacieux, les sociétés ont l’impératif de se transformer. Confronté aux enjeux de la transition énergétique et de la digitalisation, ENGIE a d’ores et déjà engagé l'an dernier un plan de transformation sur trois ans visant à limiter son exposition au prix de marché des matières premières tout en réduisant ses émissions de CO2. En tout, ENGIE vise 15 milliards d'euros de cessions à fin 2018. D'ici là, ce montant sera réinvesti dans de nouveaux moteurs de croissance. Le groupe se concentre désormais sur trois activités : la production d'électricité peu émettrice de CO2, les infrastructures de gaz et la fourniture de services. Les analystes anticipent une reprise des ventes dès 2018.
energie	Lors du séminaire presse d’ENGIE, Isabelle Kocher a évoqué le réchauffement climatique et tous les changements radicaux qui affectent le business. « Nous vivons une époque dont on parlera dans les livres d'histoire, assure la directrice générale d’ENGIE. C'est la première fois dans l'histoire de l'humanité qu'une décision prise n'importe où par n'importe qui a un impact sur tout le monde. » Si le secteur de l'énergie est une partie importante du problème, il est aussi, grâce aux nouvelles technologies, une partie de la solution. Isabelle Kocher résume ainsi la stratégie d’ENGIE en trois mots : décarbonation, décentralisation, digitalisation. Etre sur ces créneaux est la meilleure façon de créer de la valeur, assure-t-elle. « 80 % de nos activités sont dans les trois D, et l'on est train d'arrêter les 20 % qui n'y sont pas, essentiellement dans le charbon et le pétrole. » Le plan de cessions de 15 milliards d'euros d’ici à 2018 a déjà été réalisé à 75 %. « Grâce à un surcroît de mobilisation interne, on a évité une baisse de nos résultats, se félicite Isabelle Kocher. Cette année, ils seront stables par rapport à 2016. Ce n'était pas attendu, c'est un petit exploit. Cela explique pourquoi le cours d'ENGIE a si bien performé. » La dirigeante est formelle : le plus dur est passé. « Tout le travail de gestion qui a été fait porte ses fruits, notre stratégie est bien comprise à l'intérieur du groupe et par nos actionnaires, je suis confiante. » Pour l'avenir, Isabelle Kocher met l'accent sur l'innovation. Elle évoque les « emerging businesses », comme le solaire organique, une nouvelle génération de films transparents que l'on pose sur les vitres des bâtiments, et les « potential game changers » comme l'hydrogène, une technologie prometteuse mais pas encore mature. L'autre grand défi concerne l'organisation. « Il faut changer radicalement nos façons de travailler, dit Isabelle Kocher. D'un système pyramidal, il faut passer à une organisation où tous les collaborateurs sont sollicités. » « 95 % des gens vont devoir changer de job », ajoute le DRH d’ENGIE, Pierre Deheunynck. Quant à la rumeur d’une reprise d’Innogy, la dirigeante commente : « Notre intention n'est pas de faire une opération transformante de cette nature. On a un projet qui nous donne accès à une croissance forte de 5 à 7% par an selon nos métiers. »
energie	Le dernier mot reviendra à l’Agence française de la biodiversité, qui rendra sa décision le 27 novembre. Mais dès hier, le projet de parc de 62 éoliennes offshore au large du Tréport a reçu un avis défavorable par 34 voix contre 20 et 2 abstentions, du Comité de gestion du parc naturel marin des estuaires picards et de la mer d’Opale. « Et l’on voit mal comment l’AFB, dont la raison d’être est la défense de l’environnement, pourrait déjuger ce vote, qui s’oppose à l’implantation d’outils industriels - en fait de véritables usines - au beau milieu d’un espace naturel », souligne Olivier Becque , vice-président du comité régional des pêches de Normandie et directeur de la coopérative des pêcheurs du Tréport.
energie	Les fermes photovoltaïques sont en crise en Inde car depuis bientôt un an, le prix du kilowattheure proposé dans les appels d'offres publics chute, sous l'effet des ventes à perte consenties par les fabricants de panneaux solaires chinois. De plus, en raison de la promesse de New Delhi de porter d'ici à 2030 la part des énergies non fossiles à 40 % de ses capacités de production d'électricité a conduit les distributeurs à rivaliser pour ce marché attractif, quitte à renégocier les anciens contrats. Solairedirect, la filiale solaire d’ENGIE, en fait les frais dans l'Etat indien de l’Andhra Pradesh. Les conflits se multiplient, et l'Etat a beau dénoncer « la cupidité » des distributeurs d'électricité régionaux, rien n'y fait. Le Parlement indien a publié un rapport début août, où il a dénoncé cette situation. Le rapport souligne le problème de « la viabilité » des projets et celui de la faible qualité des panneaux solaires importés. Il recommande en conséquence d'imposer « des règles antidumping sévères ».
energie	EDF a lancé cette semaine deux nouvelles offres d'électricité écolos : Vert électrique et Vert électrique week-end. La première offre d'EDF garantit une origine renouvelable, « à un tarif compétitif ». La seconde offre permet aux souscripteurs disposant de Linky de réaliser des économies en déplaçant une partie de leur consommation de la semaine vers le week-end. Elle permettrait aussi d'agir sur sa consommation au jour le jour grâce aux services proposés en ligne par l'application EDF & Moi. Gain espéré : jusqu'à 35 % de réduction sur les prix. Avec Vert électrique, EDF vise un million de clients à l'horizon 2020. La filiale Sowee a aussi lancé cette semaine offre similaire. Idem chez ENGIE, qui a annoncé une offre baptisée Mon gaz vert, à base de gaz naturel contenant 10 % de biométhane d'origine française.
energie	La transition énergétique désigne une modification structurelle profonde des modes de production et de consommation de l'énergie. C'est l'un des volets de la transition écologique. Elle résulte des évolutions techniques, des prix et de la disponibilité des ressources énergétiques, mais aussi d'une volonté politique des gouvernements et des populations, entreprises, etc. qui souhaitent réduire les effets négatifs de ce secteur sur l'environnement. Diverses institutions gouvernementales et ONG ont proposé des définitions et scénarios de transition énergétique. Les scénarios envisagés consistent souvent à passer du système énergétique actuel, reposant sur l'utilisation de ressources non renouvelables vers un mix énergétique basé principalement sur des ressources renouvelables. Cela implique des alternatives aux combustibles fossiles, ressources limitées et non renouvelables (aux échelles humaines de temps). En Europe occidentale, la majorité des scénarios prévoient aussi de réduire progressivement le recours aux combustibles fissiles (matières radioactives telles que l'uranium et le plutonium), et de les remplacer par des sources d'énergies renouvelables pour la quasi-totalité des activités humaines (transport, industrie, éclairage, chauffage, etc.). Une autre version de cette transition, majoritaire dans le reste du monde, encourage des énergies moins émettrices de gaz à effet de serre sans renoncer à l’énergie nucléaire, considérant que le changement climatique sur lequel alerte le Groupe d'experts intergouvernemental sur l'évolution du climat (GIEC) est une priorité. La transition énergétique inclut aussi une réduction de la demande d'énergie obtenue notamment au moyen d'une amélioration de l'efficacité énergétique des bâtiments et des technologies, et par un changement des modes de vie. C'est donc aussi une transition comportementale et sociotechnique2, qui implique une modification radicale de la politique énergétique. Cette approche est notamment défendue par l'Öko-Institut et l'Association négaWatt. En France, à la suite du Grenelle Environnement, un débat national décentralisé dans les régions a été lancé le 24 janvier 2012, piloté par le Conseil national du débat sur la transition énergétique, pour aboutir à un projet de loi retravaillé depuis 20143 et une loi adoptée en juillet 20154. En 2012, l'État français a lancé un appel à projets afin de créer les Instituts de Transition Énergétique (ITE).
energie	Les enjeux sont notamment : réduire les émissions de gaz à effet de serre responsables du réchauffement climatique ; passer à un système énergétique plus sûr en termes de risque industriel et nucléaire ; évoluer vers un système énergétique moins centralisé (passant par un abandon progressif de l'énergie nucléaire5,6) et à différentes échelles spatiales d’aménagement : architecturale, urbaine et paysagère; évoluer vers une moindre consommation d'énergie (efficacité, efficience énergétique), ce qui devrait aussi diminuer les tensions géopolitiques induites par les inégalités d'accès à l'énergie et par une moindre disponibilité des énergies par personne8, en tendant à l'indépendance énergétique pour tous ; protéger la santé publique. assurer des emplois plus locaux, mieux répartis et moins délocalisables (dans le cas du scénario négaWatt). Il s'agit donc notamment de passer d'énergies dites « carbonées » (pétrole, gaz naturel, charbon), dangereuses (nucléaire) ou polluantes (incinération) à des énergies propres et sûres, telles que notamment l'énergie solaire (thermique ou photovoltaïque), éolienne, hydraulique, géothermique et marémotrice ; la biomasse est souvent aussi intégrée au mix énergétique proposé pour réaliser la transition énergétique, en dépit de ses inconvénients en matière de pollution de l'air10,11. Certains acteurs privilégient par ailleurs les modes de production et de distribution décentralisables. C'est un processus d'évolution. Jeremy Rifkin parle même de « révolution » combinant la transition énergétique et une révolution du système de l'information, source grâce à l'Internet d'une « troisième révolution industrielle » qui permettrait enfin d'exploiter une ressource diffuse constituée d'une part d'énergies renouvelables, et d'autre part du potentiel d'économie d'énergie. Ce caractère « diffus » n'est plus considéré comme « une faiblesse mais au contraire une force : mieux réparti que toute autre ressource minérale ou fossile, il ne suscitera jamais de conflit géopolitique et autorise même un partage local de la richesse issue de la valorisation du potentiel énergétique de chaque territoire »12. Les mesures individuelles demandent du temps et sont limitées. Cette transition combine donc les économies d'énergie à l'efficacité énergétique dans les territoires et les villes13 (villes en transition) et à grande échelle, notamment en reconfigurant les réseaux urbains de chaleur14 aux smart grids (ex. : des compteurs électriques intelligents permettent de décaler certaines consommations à une heure où l'électricité est plus disponible et moins chère, et l'énergie est produite plus localement). À de vastes échelles, des projets non décentralisée tels que Desertec visent à étendre massivement, en Europe du Sud, en Afrique du Nord et au Proche-Orient, une production d'électricité obtenue à partir de la chaleur solaire. Un réseau interconnecté et "intelligent" de transport d'électricité compenserait en grande partie le caractère localement erratique des énergies éolienne et solaire, grâce à des ajustements permis par le surplus produits ailleurs et quelques moyens de stockage tampon. La rentabilité et faisabilité de tels projets sont étudiées. La transition énergétique est un concept né en Allemagne et Autriche (Energiewende). C'était le titre d'un ensemble de prévisions et de propositions scientifiques élaborées par l'association allemande Öko-Institut en 198015, dans l'optique d'un abandon de la dépendance au pétrole et à l'atome. Ce contenu est alors publié sous la forme d'un livre blanc16. Le 16 février de la même année s'est tenu à Berlin le premier « Congrès sur la transition énergétique, le retrait du nucléaire et la protection de l'environnement », organisé par le Ministère de l'environnement allemand. Ce concept a notamment été repris en France, par exemple début 2009, dans deux livres le présentant sous deux angles différents et accessibles au grand public ; l'un davantage anthropologique et politique (La transition énergétique, Michel J.F. Dubois), l'autre plus technico-économique (Réussir la transition énergétique, Alexandre Rojey). Dans un sens plus large, le concept inclut également la démocratisation de l'approvisionnement en énergie17. Dans le modèle énergétique traditionnel, le marché est contrôlé par quelques grands groupes disposant de vastes centrales, aboutissant ainsi à une situation d'oligopole discutable sur le plan politique et concurrentiel. Les systèmes fondés sur les énergies renouvelables, au contraire, peuvent en général être déployés de manière décentralisée. À travers des modèles participatifs tels que les parcs éoliens et les parcs solaires citoyens, les habitants peuvent être directement impliqués dans la production d'énergie. Tel Tim Jackson, Certains auteurs pensent que la transition ne viendra pas des états, ou que les communautés locales doivent prendre leur responsabilités et évoluer vers des « Communautés locales bas-carbone » comme à Cheltenham19,20. Les installations photovoltaïques et d'autres alternatives peuvent impliquer des citoyens et de particuliers ainsi que de collectivités (ex : bâtiments municipaux, de l’État, d'entreprises publiques, etc.) plus facilement que dans le modèle conventionnel qui profite généralement plutôt aux actionnaires. La décentralisation des énergies (renouvelables) peut aussi valoriser des régions et l'espace rural, tout en améliorant la balance commerciale par une diminution des importations d'énergies. Ces énergies jouent un rôle croissant dans les stratégies énergétiques communales et leur développement est soutenu par les collectivités locales Ce lien renvoie vers une page d'homonymie, notamment via les schémas régionaux climat air énergie et les plans climat en France.
energie	Les premiers travaux préparatoires datent de décembre 2013, sous l'égide d'une commission spécialisée du Conseil national de la transition écologique (CNTE)78 pour un futur projet de loi qui pourrait contenir six titres destinés à atteindre les objectifs fixés par le président de la République (réduction des émissions de gaz à effet de serre, amélioration de l’efficacité énergétique et réduction de 50 % de la consommation énergétique avant 2050, réduction de 30 % de la consommation de combustible fossile à l’horizon 2030 et diversification du mix électrique avec réduction de la part du nucléaire à 50 % à l’horizon 2025 au profit des renouvelables). Les ONG associées au débat proposent « des objectifs clairs et ambitieux pour 2030, dans le cadre d’une trajectoire tendant vers le 100% énergies renouvelables en 2050, intégrant les engagements pris par le Président sur le nucléaire et la baisse de la consommation d’énergie, et cohérents avec la division par quatre des émissions de gaz à effet de serre d’ici à 2050 ». Ces ONG insistent sur l’efficacité énergétique (fin des gaspillages dans l’industrie, rénovation thermique, alternatives au routier et à l’aérien) et sur la mise en place de « transitions professionnelles vers les emplois de demain, qui seront plus nombreux que ceux perdus ».  De premiers éléments ont été transmis à la commission spécialisée du débat national en mars 2014 ; il s'agit de sept documents de travail (non validés par l'Exécutif) relatives au soutien des EnR et au nucléaire ou relatives aux émissions de CO23 ; Un « complément de rémunération » pourrait soutenir l'électricité verte en « articulation » avec les aides par un tarifs d'achat soutenu ; par ailleurs un organisme indépendant d'EDF pourrait devenir opérateur spécialisé de l'achat d'électricité renouvelable3. Des "budgets-carbone" (plafonds d'émissions à ne pas dépasser) pourraient être fixés et révisés à la baisse tous les 5 ans3. Selon l'AFP, ces 7 documents n'évoquent pas l'objectif précédemment affiché de 50% de production d'électricité nucléaire en 2025, ni les moyens d'y parvenir, mais le dispositif actuel de mise à l'arrêt définitif et de démantèlement des installations nucléaires devrait être "intégralement" modifié3. Le projet de loi sur la transition énergétique a été adopté par l'Assemblée Nationale puis présenté au Sénat en octobre 201480. La loi sur la transition énergétique et la croissance verte a été définitivement adoptée par l'Assemblée nationale en juillet 20154, puis promulguée le 17 août. Selon la fédération nationale des associations d'usagers des transports, le transport fait figure de parent pauvre de la transition énergétique en France 81, dans la mesure où la loi ignore l'efficacité énergétique des transports sur rail. Au grand dam des associations, des fédérations professionnelles des énergies renouvelables, des syndicats mais aussi des collectivités et associations de collectivités, la programmation pluriannuelle de l'énergie, pourtant prévue par la loi, prend du retard82 dans le pays de l'accord de Paris. Le réseau Sortir du nucléaire attribue ces atermoiements au poids de l'industrie nucléaire en France83.
energie	Plus grande sécurité d'approvisionnement grâce à la décentralisation : l'utilisation d'une multitude de petites centrales permet d'adapter plus facilement la production aux besoins et de décharger les lignes à haute tension110 (voir aussi la section Autres aspects) ; ceci est cependant très contestable, étant donnée la répartition inégale des productions renouvelables et leurs fluctuations : en Allemagne, la production éolienne est surtout concentrée au nord du pays alors que la consommation est plus concentrée au sud, ce qui nécessite la construction de nouvelles lignes à haute tension ; au Danemark, la compensation des fluctuations de l'éolien a nécessité la pose de plusieurs lignes sous-marines d'interconnexion avec la Suède et la Norvège, afin de bénéficier de la complémentarité entre les barrages hydroélectriques de ces deux pays et les éoliennes danoises ; en été, les excédents de production solaire de l'Allemagne du Sud s'exportent massivement vers la France et la Suisse. Pas de destruction ou de pollution de l'environnement liée à l'extraction de sources d'énergies fossiles. Pas de déchets radioactifs ou d'autre danger inhérent à la production d'énergie nucléaire114. Réduction des émissions de gaz à effet de serre et des substances toxiques provenant des énergies fossiles115.Conservation des ressources limitées telles que le pétrole, le gaz naturel et le charbon, dont les réserves (estimées en 2009) s'épuiseront respectivement d'ici 41 ans, 62 ans et 124 ans. Plus grande indépendance économique et politique vis-à-vis des pays exportateurs de combustibles fossiles ou d'uranium. Réduction des risques économiques liés aux pénuries d'énergie, voire à une crise énergétique (comme les premier et deuxième chocs pétroliers) grâce à des sources d'énergie primaire pratiquement illimitées. Pas de conflits liés aux ressources (la guerre en Irak a par exemple été en partie motivée par les ressources pétrolières du pays). Avantage économique grâce à un approvisionnement en énergie moins coûteux à long terme. Accroissement de la richesse nationale grâce à une réduction des importations d'énergie. Les énergies éolienne et hydraulique coûtent déjà moins cher que les énergies conventionnelles si l'on prend en compte les effets externes, tels que les conséquences du réchauffement climatique ou la pollution de l'environnement. Les panneaux photovoltaïques, les capteurs solaires thermiques et certaines éoliennes peuvent être directement installés chez le consommateur final. En l'absence de coûts de transport et de taxes, ces installations ne sont donc pas soumises à la concurrence sur la base du prix de gros, mais sur celle du prix final.
energie	Alors que la plupart des scénarios de transition énergétique élaborés par les institutions les plus réputées telles que le (GIEC, l'Agence internationale de l'énergie, la National Oceanic and Atmospheric Administration, le National Renewable Energy Laboratory ont conclu que le déploiement d'un large éventail d'énergies propres (dont le nucléaire, la biomasse et la séquestration du carbone) rend la transition à la fois plus réalisable et moins coûteuse que d'autres trajectoires, un rapport publié en 2015 par une équipe dirigée par le professeur Mark Zachary Jacobson, de Stanford, prétend qu'il serait possible de réaliser des solutions à bas coût au problème de la fiabilité du réseau avec une pénétration à 100% des énergies « WWS » (wind, water and solar power : électricité éolienne, hydraulique et solaire) dans tous les secteurs des États-Unis vers 2050 à 2055, avec l'électricité et l'hydrogène comme seuls vecteurs énergétiques. Un article de la revue PNAS de l'Académie des Sciences des États-Unis, signé par 21 scientifiques des grandes universités américaines, réfute cette thèse en février 2017, pointant de grossières erreurs méthodologiques et des hypothèses irréalistes
energie	Le biogaz est le gaz produit par la fermentation de matières organiques en l'absence d'oxygène. Au cœur de la transition énergétique et de l'économie circulaire, il est aussi source d'emplois locaux 1,2. La méthanisation se produit spontanément (dans les marais, les rizières, les grands réservoirs ou barrages hydroélectriques tropicaux3, les décharges contenant des déchets ou matières organiques (animales, végétales, fongiques ou bactériennes). On peut la provoquer artificiellement dans des digesteurs (en particulier pour traiter des boues d'épuration, des déchets organiques industriels ou agricoles, etc.). C'est une des sources renouvelables d'énergie intéressant la transition énergétique, et en France la feuille de route de la Conférence environnementale de septembre 2012 prévoit la préparation d’un plan national biogaz, prolongeant le « projet agro-écologique »4 lancé en décembre 2012, incluant un plan énergie Méthanisation Autonomie Azote (EMAA, lancé le 29 mars 2013). Le plan déchets 2014-2020 en préparation et de futurs schémas régionaux Biomasse pourront aussi contribuer à mieux valoriser cette ressource.
energie	Un panneau solaire est un dispositif énergétique à base de capteurs solaires thermiques ou photovoltaïques et destiné à convertir le rayonnement solaire en énergie thermique ou électrique
energie	Les énergies éolienne, solaire et (dans une moindre mesure) hydraulique sont dépendantes du climat ; la production d'énergie est donc plus difficile à planifier qu'avec des centrales conventionnelles. Pour couvrir les besoins réels, il faut donc faire appel à des techniques de stockage, diversifier les types de centrale et assurer une large répartition géographique des installations. Il peut également être nécessaire de construire des centrales pour l’énergie en base124. Dans le sud de l'Allemagne par exemple, l'arrêt des centrales nucléaires a entraîné la nécessité d'agrandir les centrales au gaz existantes et de construire de nouvelles installations. Le soutien massif dont bénéficient actuellement les énergies renouvelables en Allemagne permet néanmoins d'éviter la construction de nouvelles centrales dans l'immédiat. Les acteurs de l'industrie électrique ont d'ailleurs demandé que des aides fédérales soient versées dans ce but
