classe	message
villes	Ces projets portent principalement sur l’éducation et la sécurité, avec l’objectif de renforcer le lien avec citoyens, d’inciter au développement de nouveaux services et de réduire les coûts. Parmi les points négatifs soulevés par l’étude, il faut noter la faible coopération entre les villes et les départements/régions. Enfin, concernant les freins évoqués, le manque de financement arrive largement en tête. Devant le manque de volonté politique, ce sont les déficits de compétences en interne et les coûts en matière de conduite du changement qui sont cités comme motif d’inaction. L’étude affiche cependant une vision très optimiste de la situation selon Luc Belot, qui n’a pas manqué de rappeler que la plupart des collectivités résonnaient dans cette étude en « villes informatiques ». Et donc, en silos. Tout le contraire de ce qu’induit le concept de smart city.
villes	Une smart city de 10 000 habitants, c’est possible et rapidement rentable Gestion des fluides, espaces verts, stationnement... Convaincue que la smart city n'est pas réservée aux métropoles, Saint-Amand-Montrond s'est lancée dans une mutation digitale. Les premiers résultats concernant la gestion des fluides sont au rendez-vous. Cette transformation tient à la volonté du maire (LR) Thierry Vinçon de faire de Saint-Amand-Montrond « la ville de demain ». Avec la communauté de communes Cœur de France, dont l’élu est président, et le syndicat intercommunal à vocation unique (SIVU) qui gère l’eau potable de la ville, il s’est associé en 2013 à M2OCity, une filiale du groupe Veolia, spécialisée dans « l’internet des objets ». Le but ? Devenir un laboratoire de « la smart city de 10 000 habitants ». « Nous voulons créer un nouvel intérêt général pour la smart city. Face à la baisse des dotations, cela permet notamment de réaliser des économies », justifie le maire, qui espère ainsi réduire la facture de 200 000 euros sur un budget de 1,2 million d’euros affecté aux fluides (eau, gaz, etc.).
villes	Smart city : les enseignements des villes pionnières, deux ans après Le ministère a réuni le 14 juin les lauréats de l’appel à projet « démonstrateurs de la ville durable ». L’occasion de faire le point sur l’avancée des projets, deux ans après leur sélection.
villes	Réaliser la ville durable de demain oui, mais comment ? Telle est la question à laquelle ambitionnaient de répondre les 16 démonstrateurs industriels pour la ville durable sélectionnés  par les ministères de l’Ecologie et du Logement en 2015 et 2016.  Le concept : des réseaux d’acteurs publics et privés devaient, avec le soutien de l’Etat, imaginer et créer la ville du futur. L’appel à projets visait avant tout à lever les verrous techniques, juridiques et financiers propres à la mise en œuvre des innovations, le volet financier étant lui assez limité (certains programmes ont pu bénéficier d’une aide à l’ingénierie dans le cadre de l’action « villes de demain » du PIA 2, pour une enveloppe de 1,7 millions d’euros). Concrètement, le porteur de l’appel à projets (ici l’État) met en place une équipe dédiée à l’accompagnement des lauréats : d’une part, un référent national est nommé côté ministère et, d’autre part, un référent local des services déconcentrés en charge de l’aménagement assure la coordination avec le référent national. Outre la mise en place d’une équipe interministérielle dédiée, des groupes de réflexion dits « groupes verrous » ont été créés pour identifier les freins techniques et juridiques à la réalisation des projets. « Pour nous, c’est un changement radical », assure Paul Delduc, directeur général de l’aménagement, du logement et de la nature aux deux ministères. « L’idée, c’est d’être auprès des porteurs de projets cela repositionne l’État dans un rôle d’accompagnement, et de bienveillance auprès des porteurs de projets », assure-t-il. 
villes	Smart cities : comment gérer l’explosion des livraisons express à la demande Que l’on pense aux nouveaux services de livraison à la demande, de livraison express ou de livraison de nourriture, ces nouveaux services que l’on voit fleurir essaient d’apporter une solution nouvelle à la livraison à domicile traditionnelle. Leur credo : qualité et rapidité. En effet, l'économie à la demande a émergé avec des services tels que Uber, Lyft ou AirBnb, prônant l'immédiateté afin de se procurer un moyen de transport, un logement, ou encore un plat cuisiné. L'environnement logistique traditionnel est en train d'être bouleversé par les start-ups qui se spécialisent dans la livraison du dernier kilomètre à la demande. Ces nouvelles entreprises misent sur leurs capacités d'innovation et d'intégration technologique pour optimiser les services de livraison tout en effectuant des économies d'échelle. Bien souvent, elles exploitent des algorithmes développés dès les années 90 et les intègrent dans ce nouveau cadre de la logistique à la demande, tout particulièrement pour la livraison de nourriture. Un manager automatique en temps réel Il suffit d'un simple exemple pour réaliser l'importance de ces algorithmes d'optimisation dans le contexte actuel. Prenons une chaine de restauration rapide qui reçoit des centaines de commandes par jour, qui emploie une flotte de 10 livreurs à scooters, et s'engage à livrer tous ses clients moins de 40 min après leur commande. Il y a évidemment deux périodes de pointe pour les commandes dans la journée : le déjeuner et le diner. Lorsque les premières commandes arrivent dans la matinée, les 10 livreurs sont en attente, les commandes sont rares et la meilleure stratégie est de désigner un livreur pour emporter cette première commande. Lorsque la seconde commande arrive, 9 livreurs sont encore disponibles étant donné que le premier est en livraison. On fait donc partir un deuxième livreur. Lorsque l'on atteint l'heure de pointe, le restaurant doit adopter une nouvelle stratégie, car tous les livreurs sont en course. C'est à ce moment que les algorithmes permettent de regrouper les commandes, en fonction de la taille du paquet, de la proximité géographique entre les adresses de livraisons, des priorités et d'autres paramètres, de manière à effectuer plus de livraisons avec le même coursier, tout en respectant les délais promis aux clients. Dans une logistique similaire à celle d'Uber, le logiciel détectera le coursier le plus proche de sa localisation afin d'estimer le temps de livraison.
villes	La nécessité d'optimiser les livraisons en permanence
villes	Les algorithmes peuvent calculer en temps réel, tout au long de la journée, les meilleurs trajets pour chaque livreur. À chaque fois qu'une nouvelle commande est passée, ils sont sollicités pour résoudre différents problèmes (listes des commandes à livrer, les coursiers disponibles et toutes les contraintes à prendre en compte). Ils optimisent ensuite en répartissant les commandes entre les coursiers de la flotte en un minimum de temps pour garantir la meilleure expérience pour le client qui attend son plat. Un point d'équilibre se trouve entre le temps de livraison des clients et le coût des opérations. Ces algorithmes permettent de déterminer l'équilibre pour une entreprise, entre avoir moins de coursiers (moindre coût, mais temps de livraison garanti au client plus long) ou plus de coursiers (plus couteux, mais avec un temps de livraison garanti bien plus court). Moins il y a de livreurs, plus il faut grouper les opérations sur le même coursier pour livrer vos clients, et cela allongera le temps de livraison des clients. Une telle approche est particulièrement utile pour gérer efficacement les pics de demandes aux heures de pointe, lorsque la cuisine est en train de préparer de nombreuses commandes et que tous les coursiers sont en livraison.
villes	Orchestrer le transport dans les smart cities de demain Entre autres défis, les smart cities vont devoir répondre aux attentes des habitants et consommateurs pour des livraisons toujours plus nombreuses et toujours plus rapides. Quels que soient leurs moyens de locomotion - scooter, vélo, voiture électrique, VTC... -, les livreurs vont être inéluctablement plus nombreux dans les centres urbains, et la nécessité d'orchestrer leurs tournées va être au coeur d'une activité économique prépondérante. La ville intelligente et connectée de demain a pour vocation de faciliter, fluidifier et optimiser la vie quotidienne de ses habitants, avec des services toujours plus efficaces et immédiats. Éminemment liée à l'explosion du e-commerce et à la prolifération des applications mobiles permettant d'accéder instantanément à une multitude de services, la problématique de la livraison et de la gestion du transport dans les centres urbains est l'un des grands défis des smart cities.
villes	Smart Cities : les villes doivent consolider leur architecture de données Pas question d’entamer une transition vers la Smart City si la ville ne dispose pas déjà de solides outils pour gérer, sécuriser et analyser les données. Jennifer Belissent, analyste chez Forrester, fait le point. Le concept des villes intelligentes se répand à travers le monde, avec pour objectif, de modifier un paysage urbain devenu peu adapté aux nouveaux modes de consommation et à la sur-population des métropoles. Mais il est un constat : avant que les DSI et l’ensemble des équipes locales de ces grandes villes mondiales commencent à partager ces technologies intelligentes avec leurs administrés ainsi que leurs employés, il est nécessaire de disposer d’une bonne fondation – comme dans toute construction : les données. Pour Jennifer Belissent, analyste chez Forrester Research, il convient donc logiquement de d’abord mettre de l’ordre dans sa propre infrastructure, avant même de consentir le moindre investissement dans ces « Smart Cities ». « Après avoir échangé avec ces villes, je me suis aperçu que certaines d’entre elles n’étaient pas forcément prêtes à recevoir toutes ces technologies avancées », confirme l’analyste qui observe le secteur depuis 2009. Elle recommande aux DSI souhaitant transformer les villes de démarrer plutôt en consolidant les fondamentaux, avant de se jeter dans le grand bain. Jennifer Belissent leur conseille de démarrer en auditant leur infrastructure, de consolider les différentes versions de leurs applications (en usant par exemple d’outils d’Asset Management) et de mettre à jour leurs applications patrimoniales (l’encombrant legacy), installées depuis 30 ans et codées dans des langages que personne ne maîtrise plus, assure-t-elle. « Certains prétendent parfois que cette approche ne rentre pas dans le cadre de Smart Cities. Mais cela en est une réellement. Il s’agit d’un usage bien plus rationnel des budgets de la ville, et une fondation sur laquelle vous pouvez bâtir une ville intelligente », ajoute-t-elle.
villes	Assainir la gestion des données Une des priorités est de considérer attentivement le traitement des données. « Nombre de solutions qui sous-tendent ce concept de Smart Cities reposent sur les réseaux de capteurs connectés aux systèmes de la ville. L’idée est de collecter des données à partir de ces capteurs », explique-t-elle. Mais si les villes ne disposent de capacités avancées de gestion des données, de gouvernance et n’ont pas une maturité suffisante en matière d’analytique, les investissements pourraient bien être purement gâchés. « Vous devez être capable de collecter, stocker, sécuriser, gérer et mettre en place des politiques d’accès et ce, avant même de pouvoir utiliser ces données », soutient l’analyste. Les villes doivent prendre en compte l’ensemble du cycle de vie de la donnée et s’assurer que les bons processus sont en place. Une démarche essentielle avant même de déclencher un projet de Smart City.
villes	Smart Cities : " il faut partir des besoins et des usages des citoyens " Il ne suffit pas de connecter une ville pour la rendre intelligente. Entre enjeux environnementaux et citoyens, exigences de rentabilité et cyber risques, la Smart City se cherche. En 2050, deux tiers de la population mondiale vivra en ville. C’est dire tout l’intérêt qu’il y a à rendre la ville « intelligente ». Un enjeu qui explique que France Stratégie ait consacré à la Smart City un cycle entier d’ateliers-débats, bientôt enrichi d’un rapport. Passée de l’utopie urbaine à une réalité rendue possible par la révolution numérique et les progrès de l’intelligence artificielle, la ville intelligente s’installe dans notre quotidien citadin, à bas bruit. De quoi relève-t-elle exactement et quel est son horizon ? Réponses avec Christine Raynard, experte mobilité et transport au département Développement durable et numérique de France Stratégie.
villes	Paris, troisième ville au monde en matière de mobilité durable Après le classement des villes les plus durables en 2016, le cabinet international Arcadis établit son premier index sous l’angle de la mobilité. Paris se place à la troisième position et Lyon en quinzième.
villes	ous vous plaignez du RER en panne ? Des bouchons à cause de la fermeture des berges de Seine ? De la pollution de l'air dans le métro ? Pourtant, Paris est troisième au classement des villes les plus durables au monde en matière de mobilité, juste après Hong-Kong et Zurich. L’ étude, réalisée par le cabinet d'urbanisme Arcadis, s’est centrée sur les 100 plus grandes villes du monde. Pour les départager, le cabinet s’est basé sur trois grands axes : humain, environnement et économique, décomposés en 23 indicateurs tels que les tarifs, le temps passé dans les transports, la pollution de l’air, les transports verts… Paris n’excelle dans aucun de ces critères en particulier mais c’est sa politique équilibrée et sa progression qui lui on valut cette troisième place. En effet, l’offre en terme de transports en commun est accessible et globalement durable, "en comparaison avec les autres grandes villes mondiales", peut-on lire dans le rapport. "Paris bénéficie de réseaux historiques de mobilité très bien implantés, très denses et gérés de manière sociale avec de fortes subventions et une politique soutenue d’investissements, notamment pour les transports en commun", explique Stéphane Kirkland, City Executive Paris chez Arcadis.  Lyon à la 15ème place Si le programme du Grand Paris Express, avec l’extension de certaines lignes déjà existantes et la création de nouvelles, a permis à la capitale de remonter dans le classement, l’écologie reste l’axe à développer. En effet, en terme d’environnement, la ville est classée 18ème, derrière Francfort, Berlin, Londres ou encore Madrid. C’est la pollution de l’air et les émissions de particules qui font chuter Paris dans le classement.  Une autre ville française trouve sa place dans le classement : Lyon, 15ème. La ville avait notamment développé les vélos en partage avant Paris.  Il est également intéressant de noter qu’aucune ville américaine ne se trouve dans le top 10 du classement. La mobilité représente plus un handicap qu’un atout, explique Stéphane Kirkland d'Arcadis sur le plateau de BFM Business. Si on prend l’exemple de Los Angeles, le temps perdu dans les embouteillages et le manque de transports en commun empêchent la ville d’être en haut du classement (72ème).
